GloVe_2_50,HPCA_2_50,Word2Vec_2_50
0.19047619047619047,0.07575757575757576,0.15555555555555556
0.03571428571428571,0.8333333333333334,0.01904761904761905
0.16666666666666666,0.047619047619047616,0.25
0.04838709677419355,0.19696969696969696,0.07196969696969698
0.05555555555555555,0.14545454545454545,0.1286549707602339
0.0661764705882353,0.16666666666666666,0.8333333333333334
0.3333333333333333,0.3333333333333333,0.16666666666666666
0.16666666666666666,0.06666666666666667,0.1
0.0641025641025641,0.3111111111111111,1.0
0.05,0.5,0.16666666666666666
0.05161290322580645,0.10909090909090909,0.3333333333333333
0.21428571428571427,0.26666666666666666,0.3333333333333333
0.05591397849462366,0.15833333333333333,0.17857142857142858
0.16666666666666666,0.16666666666666666,0.6666666666666666
0.1,0.3333333333333333,0.5
0.1111111111111111,0.25,0.23809523809523808
0.14285714285714285,0.2564102564102564,0.3333333333333333
0.2,0.5,0.16666666666666666
0.3,0.1,0.1
0.3333333333333333,0.6666666666666666,0.3333333333333333
0.16666666666666666,0.2,0.16666666666666666
0.3,0.13333333333333333,0.2
0.07142857142857142,0.2857142857142857,0.6666666666666666
0.06666666666666667,0.2,0.12087912087912088
0.13333333333333333,0.3,0.26666666666666666
0.05128205128205128,0.10606060606060606,0.06842105263157895
0.5,0.16666666666666666,0.16666666666666666
0.4,0.23636363636363636,0.13333333333333333
0.5,0.3333333333333333,0.5
0.0,0.1,0.3333333333333333
0.3333333333333333,0.1,0.5
0.04411764705882353,0.1388888888888889,0.07692307692307693
0.0,0.4666666666666667,0.1
0.5,0.2222222222222222,0.5
0.2,0.2857142857142857,0.5
0.16666666666666666,0.0,0.4
0.06666666666666667,0.7,0.0
0.11666666666666667,0.1523809523809524,0.08947368421052632
1.0,0.2,0.7
0.3333333333333333,0.5,0.3333333333333333
0.5,0.16666666666666666,0.0
0.32142857142857145,0.47619047619047616,0.42857142857142855
0.16666666666666666,0.16666666666666666,0.5
0.2857142857142857,0.16666666666666666,0.5
0.8333333333333334,0.3,0.4
0.08333333333333333,0.08333333333333333,0.2
0.25,0.1111111111111111,0.16666666666666666
0.5,0.5,0.3
0.1111111111111111,0.2,0.06666666666666667
0.12727272727272726,0.26666666666666666,0.2857142857142857
0.19047619047619047,0.12121212121212122,0.17777777777777778
0.1,0.5,0.0
0.0,0.16666666666666666,0.5
0.16666666666666666,0.13333333333333333,0.4
0.13333333333333333,0.19047619047619047,0.3333333333333333
0.12121212121212122,0.3333333333333333,0.16666666666666666
0.16666666666666666,0.1111111111111111,0.16666666666666666
0.1,0.09523809523809523,0.09523809523809523
0.14102564102564102,0.06493506493506493,0.2857142857142857
0.16666666666666666,0.16666666666666666,0.16666666666666666
0.14285714285714285,0.1388888888888889,0.47619047619047616
0.16666666666666666,0.0,0.13333333333333333
0.5,0.5,0.8
0.16666666666666666,0.2,0.1
0.14285714285714285,0.47619047619047616,0.39285714285714285
0.17857142857142858,0.26666666666666666,0.5
0.16666666666666666,0.4,0.5
0.3333333333333333,0.17857142857142858,0.0
0.1111111111111111,0.11538461538461539,0.07692307692307693
0.14285714285714285,0.10606060606060606,0.2
0.2,0.3333333333333333,0.3333333333333333
0.16666666666666666,0.2,0.0
0.09523809523809523,0.17857142857142858,0.08333333333333333
0.16666666666666666,0.3333333333333333,0.16666666666666666
0.8,0.6666666666666666,0.4
0.2545454545454545,0.25,0.1794871794871795
0.4666666666666667,0.3333333333333333,0.2
0.3,0.16666666666666666,0.5
0.5,0.5,0.8
0.15555555555555556,0.4,0.4
0.1,0.6666666666666666,0.5
0.4,0.23809523809523808,0.17777777777777778
0.16666666666666666,0.2545454545454545,0.11428571428571428
0.5,0.2,0.16666666666666666
0.6,0.2777777777777778,0.8333333333333334
0.26666666666666666,0.14285714285714285,0.14545454545454545
0.0,0.0,0.0
0.3333333333333333,0.2,0.1
0.1,0.16666666666666666,0.2
0.16666666666666666,0.0,0.2
0.14285714285714285,0.16666666666666666,0.3333333333333333
0.4,0.6,0.24761904761904763
0.17777777777777778,0.16666666666666666,0.0
0.09523809523809523,0.16666666666666666,0.06666666666666667
0.13333333333333333,0.06666666666666667,0.03571428571428571
0.6666666666666666,0.5,0.22727272727272727
0.35714285714285715,0.36363636363636365,0.32142857142857145
0.14285714285714285,0.2,0.0
0.16666666666666666,0.2,0.1
0.07368421052631578,0.16666666666666666,0.2727272727272727
0.2222222222222222,0.35714285714285715,0.15384615384615385
0.3333333333333333,0.42857142857142855,0.42857142857142855
0.2,0.09523809523809523,0.15555555555555556
0.2,0.05555555555555555,0.07142857142857142
0.16666666666666666,0.3333333333333333,0.3333333333333333
0.2857142857142857,0.3333333333333333,0.5
0.1,0.3333333333333333,0.6
0.21428571428571427,0.0,0.0
0.1,0.2,0.08888888888888889
0.3333333333333333,0.5,0.2857142857142857
0.3,0.14285714285714285,0.027777777777777776
0.14285714285714285,0.16666666666666666,0.2
0.1,0.1794871794871795,0.07575757575757576
0.5,0.6,0.3333333333333333
0.0,0.1,0.0
0.25,0.0,0.06666666666666667
0.2857142857142857,0.2857142857142857,0.16666666666666666
0.075,0.3333333333333333,0.0
0.21428571428571427,0.17857142857142858,0.26666666666666666
0.09090909090909091,0.1388888888888889,0.3
0.0,0.19444444444444445,0.21428571428571427
0.0,0.4,0.03571428571428571
0.06521739130434782,0.05555555555555555,0.09047619047619047
0.3333333333333333,0.06666666666666667,0.5
0.1388888888888889,0.0761904761904762,0.3
0.35714285714285715,0.9,0.4642857142857143
0.4666666666666667,0.5,0.4
0.14285714285714285,0.5,0.6666666666666666
0.0,0.2,0.13333333333333333
0.0,0.1,0.15151515151515152
0.8333333333333334,1.0,0.42857142857142855
0.09523809523809523,0.19047619047619047,0.26666666666666666
0.47619047619047616,0.6666666666666666,0.5333333333333333
0.0,0.15555555555555556,0.13333333333333333
0.16666666666666666,0.0,0.08333333333333333
0.3333333333333333,0.06666666666666667,0.1
0.06159420289855073,0.2,0.12380952380952381
0.6,0.6666666666666666,0.4
0.2,0.09523809523809523,0.1388888888888889
0.42857142857142855,0.5,0.3
0.2,0.0,0.06666666666666667
0.09523809523809523,0.2,0.06666666666666667
0.3333333333333333,0.3333333333333333,0.8333333333333334
0.16666666666666666,0.3,0.1
0.0,0.10909090909090909,0.07575757575757576
0.2857142857142857,0.5,0.6
0.8333333333333334,0.6666666666666666,0.4
0.8333333333333334,0.5333333333333333,0.47619047619047616
0.6666666666666666,0.8,0.5
0.3333333333333333,0.16666666666666666,0.5
0.07142857142857142,0.09523809523809523,0.09523809523809523
0.4,0.1,0.09523809523809523
0.8,0.5714285714285714,0.5333333333333333
0.6,0.9,0.42857142857142855
0.19047619047619047,0.19047619047619047,0.15151515151515152
0.3333333333333333,0.06666666666666667,0.1
0.0,0.5,0.1111111111111111
0.16666666666666666,0.13333333333333333,0.06666666666666667
0.06666666666666667,0.14285714285714285,0.07017543859649122
0.26666666666666666,0.6,0.6
0.16666666666666666,0.16666666666666666,0.1
0.3333333333333333,0.14285714285714285,0.06666666666666667
0.1,0.15151515151515152,0.08791208791208792
0.09941520467836257,0.08888888888888889,0.19047619047619047
0.6666666666666666,0.3333333333333333,0.06666666666666667
0.16666666666666666,0.16666666666666666,0.3
1.0,0.2,0.16666666666666666
0.4,0.8,0.6
0.16666666666666666,0.1388888888888889,0.10457516339869281
0.0,0.17857142857142858,0.26666666666666666
0.1,0.4666666666666667,0.26666666666666666
0.5,0.3333333333333333,0.26666666666666666
0.0,0.5,0.16666666666666666
0.0,0.19047619047619047,0.2
0.16666666666666666,0.19047619047619047,0.37777777777777777
0.06666666666666667,0.25,0.3055555555555556
0.047619047619047616,0.16666666666666666,0.0
0.5,0.16666666666666666,0.5
0.2,0.13333333333333333,0.0
0.5,0.4,0.25
0.1,0.015151515151515152,0.06666666666666667
0.038461538461538464,0.1111111111111111,0.1
0.16666666666666666,0.16666666666666666,0.2222222222222222
0.5,0.16666666666666666,0.16666666666666666
0.022222222222222223,0.3333333333333333,0.0
0.0,0.1111111111111111,0.25
0.0,0.13333333333333333,0.14285714285714285
0.14285714285714285,0.16666666666666666,0.042105263157894736
0.0,0.21428571428571427,0.10714285714285714
0.3333333333333333,0.3333333333333333,0.4
0.13333333333333333,0.3333333333333333,0.3
0.10714285714285714,0.06666666666666667,0.0
0.16666666666666666,0.06666666666666667,0.03636363636363636
0.16666666666666666,0.12727272727272726,0.14285714285714285
0.1,0.10606060606060606,0.13636363636363635
0.0,0.16666666666666666,0.03571428571428571
0.4,0.13333333333333333,0.13970588235294118
0.4,0.047619047619047616,0.0
0.9,0.24444444444444444,0.3333333333333333
0.5,0.13333333333333333,0.047619047619047616
